Node Number	X Location (m)	Y Location (m)	Z Location (m)	Temperature (°C)
32740	1.0295e-002	-1.5342e-002	-4.0001e-003	451.14
32741	3.9459e-003	-2.1572e-002	-4.0001e-003	409.86
32742	6.5465e-003	-1.6567e-002	-4.0001e-003	440.17
32743	4.7078e-003	-2.1586e-002	-4.7621e-003	429.17
32744	4.1554e-003	-2.1576e-002	-4.5249e-003	419.65
32745	7.5623e-003	-1.6818e-002	-4.7621e-003	460.02
32746	1.3119e-002	-1.6871e-002	-4.7621e-003	458.37
32747	1.5882e-002	-2.1798e-002	-4.7621e-003	428.45
32748	1.6644e-002	-2.1813e-002	-4.0001e-003	409.2
32749	1.6434e-002	-2.1809e-002	-4.5251e-003	419.27
32750	1.4827e-002	-1.7245e-002	-4.0001e-003	433.6
32751	1.4358e-002	-1.6697e-004	-5.1431e-003	499.19
32752	1.5628e-002	-1.8718e-004	-3.8731e-003	459.07
32753	1.5256e-002	-1.8126e-004	-4.7711e-003	479.55
32754	1.0295e-002	5.2317e-003	-3.8731e-003	491.44
32755	1.4096e-002	3.6393e-003	-3.8731e-003	477.87
32756	4.9615e-003	-1.7391e-005	-3.8731e-003	461.89
32757	6.5532e-003	3.6993e-003	-3.8731e-003	479.49
32758	6.2313e-003	-3.7604e-005	-5.1431e-003	500.26
32759	5.5069e-003	-2.6073e-005	-4.9162e-003	485.87
32760	7.4557e-003	2.8054e-003	-5.1431e-003	513.48
32761	1.0327e-002	3.9616e-003	-5.1431e-003	520.2
32762	1.318e-002	2.7599e-003	-5.1431e-003	511.31
32763	1.0295e-002	1.5138e-002	-4.0001e-003	504.06
32764	1.6644e-002	2.1367e-002	-4.0001e-003	486.74
32765	1.4511e-002	1.674e-002	-4.0001e-003	493.52
32766	1.5882e-002	2.1382e-002	-4.7621e-003	514.79
32767	1.6421e-002	2.1371e-002	-4.5389e-003	500.51
32768	1.3027e-002	1.6613e-002	-4.7621e-003	524.37
32769	7.4702e-003	1.6666e-002	-4.7621e-003	523.67
32770	4.7078e-003	2.1594e-002	-4.7621e-003	516.87
32771	3.9459e-003	2.1608e-002	-4.0001e-003	487.18
32772	4.1567e-003	2.1604e-002	-4.5263e-003	502.12
32773	5.7622e-003	1.704e-002	-4.0001e-003	492.38
32774	1.0295e-002	-3.1961e-002	-3.787e-003	374.7
32775	1.0295e-002	-3.1961e-002	-7.087e-003	403.48
32776	8.8658e-003	-3.1961e-002	-4.612e-003	381.64
32777	8.8658e-003	-3.1961e-002	-6.262e-003	396.38
32778	1.0295e-002	-4.2061e-002	-3.787e-003	355.85
32779	1.0295e-002	-3.7011e-002	-3.787e-003	358.33
32780	1.0295e-002	-4.2061e-002	-7.087e-003	368.88
32781	8.8658e-003	-4.2061e-002	-4.612e-003	359.41
32782	8.8658e-003	-4.2061e-002	-6.262e-003	366.52
32783	1.0295e-002	-3.7011e-002	-7.087e-003	384.62
32784	1.0295e-002	-3.097e-002	-5.437e-003	394.24
32785	1.0295e-002	3.4408e-002	-2.0275e-002	795.43
32786	1.0295e-002	3.4408e-002	-1.8675e-002	793.31
32787	9.602e-003	3.4408e-002	-1.9875e-002	794.68
32788	9.602e-003	3.4408e-002	-1.9075e-002	793.76
32789	1.0295e-002	3.9408e-002	-2.0275e-002	794.35
32790	1.0295e-002	3.9408e-002	-1.8675e-002	788.68
32791	9.602e-003	3.9408e-002	-1.9875e-002	792.68
32792	9.602e-003	3.9408e-002	-1.9075e-002	790.15
32793	1.0295e-002	3.3927e-002	-1.9475e-002	793.81
32794	1.0295e-002	3.4408e-002	-2.7751e-003	497.96
32795	1.0295e-002	3.4408e-002	-1.1751e-003	479.79
32796	9.602e-003	3.4408e-002	-2.3751e-003	493.06
32797	9.602e-003	3.4408e-002	-1.5751e-003	484.31
32798	1.0295e-002	3.9408e-002	-2.7751e-003	504.78
32799	1.0295e-002	3.9408e-002	-1.1751e-003	481.73
32800	9.602e-003	3.9408e-002	-2.3751e-003	499.53
32801	9.602e-003	3.9408e-002	-1.5751e-003	488.1
32802	1.0295e-002	3.3927e-002	-1.9751e-003	488.08
32803	-2.4052e-003	4.0646e-002	1.2891e-002	333.47
32804	-5.7072e-003	4.0646e-002	9.5889e-003	373.15
32805	-4.7401e-003	4.0646e-002	1.1924e-002	349.73
32806	-6.4692e-003	4.1408e-002	9.5889e-003	373.21
32807	-2.4052e-003	4.1408e-002	1.3653e-002	333.42
32808	-5.2789e-003	4.1408e-002	1.2463e-002	349.14
32809	1.0295e-002	2.7838e-002	6.2869e-003	449.43
32810	1.0295e-002	1.5138e-002	6.2869e-003	431.05
32811	1.5794e-002	2.4663e-002	6.2869e-003	431.57
32812	1.5794e-002	1.8313e-002	6.2869e-003	422.47
32813	1.0295e-002	2.7838e-002	-4.0001e-003	512.42
32814	1.0295e-002	2.7838e-002	1.5329e-004	470.48
32815	1.4827e-002	2.5935e-002	-4.0001e-003	500.68
32816	1.0295e-002	1.5138e-002	1.1434e-003	447.79
32817	1.0295e-002	-1.5342e-002	6.2869e-003	395.95
32818	1.0295e-002	-2.8042e-002	6.2869e-003	347.83
32819	1.5794e-002	-1.8517e-002	6.2869e-003	378.3
32820	1.6199e-002	-2.4029e-002	6.2869e-003	358.39
32821	1.0295e-002	-1.5342e-002	1.1434e-003	409.34
32822	1.0295e-002	-2.8042e-002	-4.0001e-003	391.6
32823	1.4742e-002	-2.6225e-002	-4.0001e-003	396.64
32824	1.0295e-002	-2.8042e-002	1.1434e-003	357.15
32825	2.2995e-002	-4.3299e-002	1.2891e-002	294.89
32826	2.6297e-002	-4.3299e-002	9.5889e-003	323.63
32827	2.533e-002	-4.3299e-002	1.1924e-002	307.84
32828	2.7059e-002	-4.4061e-002	9.5889e-003	323.9
32829	2.2995e-002	-4.4061e-002	1.3653e-002	294.5
32830	2.5868e-002	-4.4061e-002	1.2463e-002	307.6
32831	-2.4052e-003	4.0646e-002	6.2869e-003	424.77
32832	-4.7401e-003	4.0646e-002	7.254e-003	400.56
32833	-5.7072e-003	-4.3299e-002	9.5889e-003	325.34
32834	-5.7072e-003	3.3014e-002	9.5889e-003	374.35
32835	-5.7072e-003	2.5383e-002	9.5889e-003	373.06
32836	-5.7072e-003	1.7752e-002	9.5889e-003	369.88
32837	-5.7072e-003	1.012e-002	9.5889e-003	365.2
32838	-5.7072e-003	2.489e-003	9.5889e-003	360.02
32839	-5.7072e-003	-5.1423e-003	9.5889e-003	353.07
32840	-5.7072e-003	-1.2774e-002	9.5889e-003	346.5
32841	-5.7072e-003	-2.0405e-002	9.5889e-003	339.89
32842	-5.7072e-003	-2.8036e-002	9.5889e-003	334.08
32843	-5.7072e-003	-3.5668e-002	9.5889e-003	329.37
32844	-2.4052e-003	-4.3299e-002	6.2869e-003	340.53
32845	-4.7401e-003	-4.3299e-002	7.254e-003	336.88
32846	-2.4052e-003	-3.5668e-002	6.2869e-003	344.84
32847	-2.4052e-003	-2.8036e-002	6.2869e-003	353.36
32848	-2.4052e-003	-2.0405e-002	6.2869e-003	363.9
32849	-2.4052e-003	-1.2774e-002	6.2869e-003	374.44
32850	-2.4052e-003	-5.1423e-003	6.2869e-003	384.01
32851	-2.4052e-003	2.489e-003	6.2869e-003	392.58
32852	-2.4052e-003	1.012e-002	6.2869e-003	400.61
32853	-2.4052e-003	1.7265e-002	6.2869e-003	406.41
32854	-2.4052e-003	2.5383e-002	6.2869e-003	413.37
32855	-2.4052e-003	3.1954e-002	6.2869e-003	419.02
32856	1.0295e-002	-5.4363e-003	-3.8731e-003	465.4
32857	1.4036e-002	-3.9039e-003	-3.8731e-003	458.62
32858	1.0295e-002	-5.4363e-003	6.2869e-003	401.69
32859	1.0295e-002	-5.4363e-003	1.2069e-003	415.79
32860	1.0295e-002	5.2317e-003	6.2869e-003	427.03
32861	1.4914e-002	2.5647e-003	6.2869e-003	413.42
32862	1.4914e-002	-2.7693e-003	6.2869e-003	400.39
32863	1.0295e-002	5.2317e-003	1.2069e-003	442.65
32864	1.0295e-002	-2.408e-002	-2.4475e-002	598.61
32865	1.0295e-002	-1.9305e-002	-2.4475e-002	654.66
32866	1.2363e-002	-2.2886e-002	-2.4475e-002	612.74
32867	1.2363e-002	-2.0498e-002	-2.4475e-002	637.76
32868	1.0295e-002	-2.408e-002	-4.7621e-003	428.03
32869	1.0295e-002	-2.408e-002	-1.7904e-002	523.44
32870	1.0295e-002	-2.408e-002	-1.1333e-002	473.04
32871	1.0295e-002	-1.9305e-002	-4.7621e-003	468.11
32872	1.2363e-002	-2.2886e-002	-4.7621e-003	434.61
32873	1.2363e-002	-2.0498e-002	-4.7621e-003	452.75
32874	1.0295e-002	-1.9305e-002	-1.7904e-002	593.63
32875	1.0295e-002	-1.9305e-002	-1.1333e-002	527.26
32876	1.0295e-002	1.91e-002	-2.4475e-002	798.32
32877	1.0295e-002	2.3875e-002	-2.4475e-002	819.01
32878	1.2363e-002	2.0294e-002	-2.4475e-002	805.31
32879	1.2363e-002	2.2682e-002	-2.4475e-002	811.25
32880	1.0295e-002	1.91e-002	-4.7621e-003	543.23
32881	1.0295e-002	1.91e-002	-1.7904e-002	717.54
32882	1.0295e-002	1.91e-002	-1.0716e-002	611.42
32883	1.0295e-002	2.3875e-002	-4.7621e-003	550.2
32884	1.2119e-002	1.9947e-002	-4.7621e-003	541.82
