Node Number	X Location (m)	Y Location (m)	Z Location (m)	Temperature (°C)
32740	1.0295e-002	-1.5342e-002	-4.0001e-003	146.28
32741	3.9459e-003	-2.1572e-002	-4.0001e-003	121.82
32742	6.5465e-003	-1.6567e-002	-4.0001e-003	140.08
32743	4.7078e-003	-2.1586e-002	-4.7621e-003	139.32
32744	4.1554e-003	-2.1576e-002	-4.5249e-003	130.92
32745	7.5623e-003	-1.6818e-002	-4.7621e-003	159.86
32746	1.3119e-002	-1.6871e-002	-4.7621e-003	158.37
32747	1.5882e-002	-2.1798e-002	-4.7621e-003	139.23
32748	1.6644e-002	-2.1813e-002	-4.0001e-003	122.
32749	1.6434e-002	-2.1809e-002	-4.5251e-003	131.24
32750	1.4827e-002	-1.7245e-002	-4.0001e-003	136.34
32751	1.4358e-002	-1.6697e-004	-5.1431e-003	183.61
32752	1.5628e-002	-1.8718e-004	-3.8731e-003	147.14
32753	1.5256e-002	-1.8126e-004	-4.7711e-003	166.13
32754	1.0295e-002	5.2317e-003	-3.8731e-003	162.08
32755	1.4096e-002	3.6393e-003	-3.8731e-003	155.66
32756	4.9615e-003	-1.7391e-005	-3.8731e-003	148.93
32757	6.5532e-003	3.6993e-003	-3.8731e-003	156.65
32758	6.2313e-003	-3.7604e-005	-5.1431e-003	184.39
32759	5.5069e-003	-2.6073e-005	-4.9162e-003	171.49
32760	7.4557e-003	2.8054e-003	-5.1431e-003	191.65
32761	1.0327e-002	3.9616e-003	-5.1431e-003	194.32
32762	1.318e-002	2.7599e-003	-5.1431e-003	189.44
32763	1.0295e-002	1.5138e-002	-4.0001e-003	168.59
32764	1.6644e-002	2.1367e-002	-4.0001e-003	154.76
32765	1.4511e-002	1.674e-002	-4.0001e-003	161.44
32766	1.5882e-002	2.1382e-002	-4.7621e-003	179.91
32767	1.6421e-002	2.1371e-002	-4.5389e-003	167.23
32768	1.3027e-002	1.6613e-002	-4.7621e-003	188.91
32769	7.4702e-003	1.6666e-002	-4.7621e-003	188.56
32770	4.7078e-003	2.1594e-002	-4.7621e-003	181.29
32771	3.9459e-003	2.1608e-002	-4.0001e-003	154.53
32772	4.1567e-003	2.1604e-002	-4.5263e-003	168.33
32773	5.7622e-003	1.704e-002	-4.0001e-003	160.7
32774	1.0295e-002	-3.1961e-002	-3.787e-003	88.947
32775	1.0295e-002	-3.1961e-002	-7.087e-003	113.8
32776	8.8658e-003	-3.1961e-002	-4.612e-003	95.104
32777	8.8658e-003	-3.1961e-002	-6.262e-003	107.94
32778	1.0295e-002	-4.2061e-002	-3.787e-003	70.346
32779	1.0295e-002	-3.7011e-002	-3.787e-003	73.831
32780	1.0295e-002	-4.2061e-002	-7.087e-003	78.827
32781	8.8658e-003	-4.2061e-002	-4.612e-003	73.015
32782	8.8658e-003	-4.2061e-002	-6.262e-003	77.237
32783	1.0295e-002	-3.7011e-002	-7.087e-003	93.988
32784	1.0295e-002	-3.097e-002	-5.437e-003	106.38
32785	1.0295e-002	3.4408e-002	-2.0275e-002	399.65
32786	1.0295e-002	3.4408e-002	-1.8675e-002	434.78
32787	9.602e-003	3.4408e-002	-1.9875e-002	408.61
32788	9.602e-003	3.4408e-002	-1.9075e-002	426.43
32789	1.0295e-002	3.9408e-002	-2.0275e-002	389.21
32790	1.0295e-002	3.9408e-002	-1.8675e-002	422.79
32791	9.602e-003	3.9408e-002	-1.9875e-002	397.91
32792	9.602e-003	3.9408e-002	-1.9075e-002	414.53
32793	1.0295e-002	3.3927e-002	-1.9475e-002	417.38
32794	1.0295e-002	3.4408e-002	-2.7751e-003	140.49
32795	1.0295e-002	3.4408e-002	-1.1751e-003	122.42
32796	9.602e-003	3.4408e-002	-2.3751e-003	135.65
32797	9.602e-003	3.4408e-002	-1.5751e-003	126.95
32798	1.0295e-002	3.9408e-002	-2.7751e-003	145.11
32799	1.0295e-002	3.9408e-002	-1.1751e-003	122.2
32800	9.602e-003	3.9408e-002	-2.3751e-003	140.04
32801	9.602e-003	3.9408e-002	-1.5751e-003	128.55
32802	1.0295e-002	3.3927e-002	-1.9751e-003	131.03
32803	-2.4052e-003	4.0646e-002	1.2891e-002	46.129
32804	-5.7072e-003	4.0646e-002	9.5889e-003	68.666
32805	-4.7401e-003	4.0646e-002	1.1924e-002	55.553
32806	-6.4692e-003	4.1408e-002	9.5889e-003	68.712
32807	-2.4052e-003	4.1408e-002	1.3653e-002	46.064
32808	-5.2789e-003	4.1408e-002	1.2463e-002	55.291
32809	1.0295e-002	2.7838e-002	6.2869e-003	96.827
32810	1.0295e-002	1.5138e-002	6.2869e-003	98.521
32811	1.5794e-002	2.4663e-002	6.2869e-003	94.639
32812	1.5794e-002	1.8313e-002	6.2869e-003	95.414
32813	1.0295e-002	2.7838e-002	-4.0001e-003	160.36
32814	1.0295e-002	2.7838e-002	1.5329e-004	116.68
32815	1.4827e-002	2.5935e-002	-4.0001e-003	157.31
32816	1.0295e-002	1.5138e-002	1.1434e-003	113.94
32817	1.0295e-002	-1.5342e-002	6.2869e-003	90.441
32818	1.0295e-002	-2.8042e-002	6.2869e-003	66.326
32819	1.5794e-002	-1.8517e-002	6.2869e-003	85.177
32820	1.6199e-002	-2.4029e-002	6.2869e-003	76.203
32821	1.0295e-002	-1.5342e-002	1.1434e-003	103.17
32822	1.0295e-002	-2.8042e-002	-4.0001e-003	104.46
32823	1.4742e-002	-2.6225e-002	-4.0001e-003	111.25
32824	1.0295e-002	-2.8042e-002	1.1434e-003	74.047
32825	2.2995e-002	-4.3299e-002	1.2891e-002	44.3
32826	2.6297e-002	-4.3299e-002	9.5889e-003	62.044
32827	2.533e-002	-4.3299e-002	1.1924e-002	52.224
32828	2.7059e-002	-4.4061e-002	9.5889e-003	62.285
32829	2.2995e-002	-4.4061e-002	1.3653e-002	44.051
32830	2.5868e-002	-4.4061e-002	1.2463e-002	52.041
