Node Number	X Location (m)	Y Location (m)	Z Location (m)	Temperature (°C)
57083	-1.242e-002	-9.7824e-003	2.0547e-002	331.05
57084	-8.5597e-003	-1.016e-002	1.736e-002	326.41
57085	-8.4733e-003	-6.8649e-003	1.7535e-002	328.22
57086	-1.0748e-002	-2.0243e-002	1.8042e-002	327.33
57087	-9.9139e-003	-1.8937e-002	2.0406e-002	318.1
57088	-9.5878e-003	-1.4794e-002	2.039e-002	320.19
57089	-1.242e-002	-1.7304e-002	2.0547e-002	325.43
57090	-8.5597e-003	-1.3796e-002	1.736e-002	323.75
57091	-8.7259e-003	-1.6654e-002	1.759e-002	321.82
57092	-1.0748e-002	-2.7515e-002	1.8042e-002	322.56
57093	-7.642e-003	-2.4402e-002	2.0306e-002	307.26
57094	-9.9139e-003	-2.2573e-002	2.0406e-002	315.68
57095	-1.0676e-002	-2.6533e-002	2.0445e-002	315.23
57096	-1.2667e-002	-2.45e-002	2.0562e-002	320.8
57097	-6.9309e-003	-2.2395e-002	1.7306e-002	311.03
57098	-7.4891e-003	-2.5553e-002	1.7307e-002	310.86
57099	-8.7259e-003	-2.0291e-002	1.759e-002	319.17
57100	-8.7065e-003	-3.2414e-002	2.035e-002	305.73
57101	-1.0676e-002	-3.0169e-002	2.0445e-002	313.13
57102	-7.4891e-003	-2.9189e-002	1.7307e-002	308.67
57103	-7.0329e-003	-3.1299e-002	1.6386e-002	307.2
57104	-3.7855e-002	2.8169e-002	5.7579e-003	378.68
57105	-3.9004e-002	3.3084e-002	5.9386e-003	382.53
57106	-3.888e-002	3.0248e-002	5.4796e-003	383.47
57107	-3.8224e-002	3.3495e-002	4.8566e-003	386.47
57108	-3.8695e-002	3.1839e-002	5.1005e-003	385.58
57109	-3.7935e-002	2.1158e-002	5.8296e-003	376.41
57110	-3.8231e-002	2.6225e-002	3.866e-003	389.37
57111	-3.8152e-002	2.2797e-002	3.9392e-003	386.89
57112	-4.0576e-002	2.1721e-002	2.7972e-003	396.83
57113	-3.8669e-002	2.6455e-002	5.297e-003	382.6
57114	-3.82e-002	1.4303e-002	6.1105e-003	372.61
57115	-3.8434e-002	1.9578e-002	4.2018e-003	384.14
57116	-3.8513e-002	1.5734e-002	4.1286e-003	382.51
57117	-4.0858e-002	1.8502e-002	3.0599e-003	393.19
57118	-3.82e-002	7.03e-003	6.1105e-003	367.92
57119	-3.8513e-002	1.2098e-002	4.1286e-003	380.2
57120	-3.8513e-002	8.4612e-003	4.1286e-003	377.6
57121	-3.82e-002	-2.4274e-004	6.1105e-003	362.48
57122	-3.8513e-002	4.8248e-003	4.1286e-003	374.91
57123	-3.8513e-002	1.1884e-003	4.1286e-003	371.94
57124	-4.102e-002	4.2542e-003	1.828e-003	390.8
57125	-3.7971e-002	-7.4429e-003	5.8642e-003	356.63
57126	-3.8513e-002	-2.4479e-003	4.1286e-003	368.82
57127	-3.8513e-002	-6.0843e-003	4.1286e-003	365.48
57128	-4.0679e-002	-6.3573e-003	4.4219e-003	366.39
57129	-3.7971e-002	-1.4716e-002	5.8642e-003	349.86
57130	-3.8271e-002	-9.648e-003	3.8959e-003	362.68
57131	-3.8271e-002	-1.3284e-002	3.8959e-003	358.89
57132	-4.0437e-002	-9.9211e-003	4.1892e-003	363.7
57133	-3.82e-002	-2.2061e-002	6.1105e-003	343.48
57134	-3.8513e-002	-1.6993e-002	4.1286e-003	354.22
57135	-3.8513e-002	-2.063e-002	4.1286e-003	350.25
57136	-4.0717e-002	-2.1605e-002	4.1345e-003	350.48
57137	-4.0679e-002	-1.363e-002	4.4219e-003	358.78
57138	-3.82e-002	-2.9334e-002	6.1105e-003	336.78
57139	-3.8513e-002	-2.4266e-002	4.1286e-003	346.36
57140	-3.8513e-002	-2.7902e-002	4.1286e-003	342.5
57141	-4.0717e-002	-2.5241e-002	4.1345e-003	346.27
57142	-3.8513e-002	-3.1539e-002	4.1286e-003	338.9
57143	-3.8513e-002	-3.4919e-002	4.1285e-003	335.8
57144	-4.0565e-002	-3.4827e-002	5.2822e-003	333.41
57145	-4.0717e-002	-2.8878e-002	4.1345e-003	342.04
57146	-3.8311e-002	-3.4929e-002	5.5767e-003	333.32
57147	3.1495e-002	-3.4037e-002	1.8202e-002	313.77
57148	3.0332e-002	-3.7463e-002	2.0453e-002	303.54
57149	2.9297e-002	-3.5585e-002	1.8679e-002	304.8
57150	2.9833e-002	-3.8027e-002	1.8411e-002	305.7
57151	3.15e-002	2.3697e-002	1.8207e-002	351.86
57152	2.8489e-002	2.876e-002	2.0377e-002	334.8
57153	3.0895e-002	2.6572e-002	2.0485e-002	342.44
57154	2.8958e-002	2.7257e-002	1.7479e-002	342.5
57155	2.945e-002	3.094e-002	1.9403e-002	339.57
57156	3.1542e-002	1.6121e-002	1.8246e-002	349.9
57157	2.8233e-002	2.1075e-002	2.0404e-002	333.08
57158	3.0518e-002	1.9126e-002	2.0504e-002	339.94
57159	3.0937e-002	2.2632e-002	2.0525e-002	342.09
57160	3.2732e-002	2.0514e-002	2.0625e-002	345.9
57161	2.8225e-002	1.8863e-002	1.79e-002	336.9
57162	3.1542e-002	8.8482e-003	1.8246e-002	345.85
57163	2.8012e-002	1.3349e-002	2.0396e-002	329.63
57164	3.0279e-002	1.1406e-002	2.0492e-002	335.94
57165	3.0518e-002	1.5489e-002	2.0504e-002	338.58
57166	3.3111e-002	1.3916e-002	2.0648e-002	344.09
57167	2.874e-002	1.215e-002	1.768e-002	336.46
57168	2.8225e-002	1.5227e-002	1.79e-002	335.66
57169	3.1542e-002	1.5754e-003	1.8246e-002	341.14
57170	3.0279e-002	3.885e-003	2.0492e-002	331.53
57171	3.0279e-002	7.77e-003	2.0492e-002	333.86
57172	3.3111e-002	6.3947e-003	2.0648e-002	339.97
57173	2.8229e-002	2.1671e-003	1.7576e-002	328.73
57174	2.9153e-002	5.2973e-003	1.7101e-002	335.78
57175	3.1542e-002	-5.6973e-003	1.8246e-002	336.2
57176	3.0279e-002	-3.6363e-003	2.0492e-002	326.45
57177	3.0279e-002	2.4866e-004	2.0492e-002	328.98
57178	3.3111e-002	-1.1266e-003	2.0648e-002	335.
57179	2.8229e-002	-1.4692e-003	1.7576e-002	326.41
57180	3.1542e-002	-1.297e-002	1.8246e-002	330.55
57181	3.0279e-002	-1.1158e-002	2.0492e-002	321.05
57182	3.0279e-002	-7.2726e-003	2.0492e-002	323.91
57183	3.3111e-002	-8.6478e-003	2.0648e-002	329.66
57184	2.7951e-002	-9.0881e-003	1.734e-002	320.38
57185	3.1542e-002	-2.0243e-002	1.8246e-002	325.24
57186	3.0279e-002	-1.4794e-002	2.0492e-002	318.35
57187	3.0447e-002	-1.8927e-002	2.05e-002	315.91
57188	3.3111e-002	-1.6169e-002	2.0648e-002	324.07
57189	2.888e-002	-1.6459e-002	1.7322e-002	318.79
57190	3.1542e-002	-2.7515e-002	1.8246e-002	320.53
57191	2.9035e-002	-2.6809e-002	2.0436e-002	306.02
57192	3.0447e-002	-2.2564e-002	2.05e-002	313.2
57193	3.1585e-002	-2.5576e-002	2.0559e-002	314.62
57194	3.329e-002	-2.3127e-002	2.066e-002	319.46
57195	2.8408e-002	-2.377e-002	1.8136e-002	310.13
57196	2.9035e-002	-3.0445e-002	2.0436e-002	304.02
57197	3.2041e-002	-3.2005e-002	2.0584e-002	311.51
57198	3.1585e-002	-2.9212e-002	2.0559e-002	312.02
57199	2.9343e-002	-3.27e-002	1.8723e-002	306.79
57200	5.8679e-002	2.5212e-002	5.9847e-003	374.95
57201	5.9048e-002	2.8461e-002	4.0652e-003	385.99
57202	6.1366e-002	2.5099e-002	3.1977e-003	393.46
57203	6.1389e-002	3.1025e-002	3.0264e-003	398.14
57204	5.9579e-002	3.0885e-002	5.3307e-003	381.77
57205	5.8679e-002	1.7939e-002	5.9847e-003	371.59
57206	5.9048e-002	2.4825e-002	4.0652e-003	384.59
57207	5.9048e-002	2.1188e-002	4.0652e-003	382.73
57208	6.1366e-002	2.1462e-002	3.1977e-003	391.36
57209	5.8679e-002	1.0666e-002	5.9847e-003	367.61
57210	5.9048e-002	1.7552e-002	4.0652e-003	380.68
57211	5.9048e-002	1.3916e-002	4.0652e-003	378.68
57212	6.1366e-002	1.7826e-002	3.1977e-003	389.25
57213	6.1246e-002	1.2438e-002	4.1074e-003	380.81
57214	5.8679e-002	3.3936e-003	5.9847e-003	362.47
