Node Number	X Location (m)	Y Location (m)	Z Location (m)	Temperature (°C)
32740	1.0295e-002	-1.5342e-002	-4.0001e-003	455.13
32741	3.9459e-003	-2.1572e-002	-4.0001e-003	414.04
32742	6.5465e-003	-1.6567e-002	-4.0001e-003	444.16
32743	4.7078e-003	-2.1586e-002	-4.7621e-003	433.03
32744	4.1554e-003	-2.1576e-002	-4.5249e-003	423.61
32745	7.5623e-003	-1.6818e-002	-4.7621e-003	463.71
32746	1.3119e-002	-1.6871e-002	-4.7621e-003	462.21
32747	1.5882e-002	-2.1798e-002	-4.7621e-003	432.81
32748	1.6644e-002	-2.1813e-002	-4.0001e-003	413.77
32749	1.6434e-002	-2.1809e-002	-4.5251e-003	423.72
32750	1.4827e-002	-1.7245e-002	-4.0001e-003	437.82
32751	1.4358e-002	-1.6697e-004	-5.1431e-003	502.61
32752	1.5628e-002	-1.8718e-004	-3.8731e-003	463.13
32753	1.5256e-002	-1.8126e-004	-4.7711e-003	483.28
32754	1.0295e-002	5.2317e-003	-3.8731e-003	495.26
32755	1.4096e-002	3.6393e-003	-3.8731e-003	481.81
32756	4.9615e-003	-1.7391e-005	-3.8731e-003	465.9
32757	6.5532e-003	3.6993e-003	-3.8731e-003	483.4
32758	6.2313e-003	-3.7604e-005	-5.1431e-003	503.64
32759	5.5069e-003	-2.6073e-005	-4.9162e-003	489.47
32760	7.4557e-003	2.8054e-003	-5.1431e-003	516.84
32761	1.0327e-002	3.9616e-003	-5.1431e-003	523.42
32762	1.318e-002	2.7599e-003	-5.1431e-003	514.62
32763	1.0295e-002	1.5138e-002	-4.0001e-003	507.77
32764	1.6644e-002	2.1367e-002	-4.0001e-003	490.58
32765	1.4511e-002	1.674e-002	-4.0001e-003	497.34
32766	1.5882e-002	2.1382e-002	-4.7621e-003	517.94
32767	1.6421e-002	2.1371e-002	-4.5389e-003	504.03
32768	1.3027e-002	1.6613e-002	-4.7621e-003	527.7
32769	7.4702e-003	1.6666e-002	-4.7621e-003	527.
32770	4.7078e-003	2.1594e-002	-4.7621e-003	519.97
32771	3.9459e-003	2.1608e-002	-4.0001e-003	491.03
32772	4.1567e-003	2.1604e-002	-4.5263e-003	505.6
32773	5.7622e-003	1.704e-002	-4.0001e-003	496.19
32774	1.0295e-002	-3.1961e-002	-3.787e-003	379.8
32775	1.0295e-002	-3.1961e-002	-7.087e-003	409.03
32776	8.8658e-003	-3.1961e-002	-4.612e-003	386.84
32777	8.8658e-003	-3.1961e-002	-6.262e-003	401.86
32778	1.0295e-002	-4.2061e-002	-3.787e-003	360.96
32779	1.0295e-002	-3.7011e-002	-3.787e-003	363.55
32780	1.0295e-002	-4.2061e-002	-7.087e-003	374.63
32781	8.8658e-003	-4.2061e-002	-4.612e-003	364.88
32782	8.8658e-003	-4.2061e-002	-6.262e-003	372.46
32783	1.0295e-002	-3.7011e-002	-7.087e-003	390.75
32784	1.0295e-002	-3.097e-002	-5.437e-003	399.38
32785	1.0295e-002	3.4408e-002	-2.0275e-002	832.76
32786	1.0295e-002	3.4408e-002	-1.8675e-002	804.23
32787	9.602e-003	3.4408e-002	-1.9875e-002	824.46
32788	9.602e-003	3.4408e-002	-1.9075e-002	810.3
32789	1.0295e-002	3.9408e-002	-2.0275e-002	834.43
32790	1.0295e-002	3.9408e-002	-1.8675e-002	797.21
32791	9.602e-003	3.9408e-002	-1.9875e-002	824.09
32792	9.602e-003	3.9408e-002	-1.9075e-002	806.41
32793	1.0295e-002	3.3927e-002	-1.9475e-002	816.65
32794	1.0295e-002	3.4408e-002	-2.7751e-003	502.11
32795	1.0295e-002	3.4408e-002	-1.1751e-003	484.36
32796	9.602e-003	3.4408e-002	-2.3751e-003	497.34
32797	9.602e-003	3.4408e-002	-1.5751e-003	488.78
32798	1.0295e-002	3.9408e-002	-2.7751e-003	508.67
32799	1.0295e-002	3.9408e-002	-1.1751e-003	486.25
32800	9.602e-003	3.9408e-002	-2.3751e-003	503.57
32801	9.602e-003	3.9408e-002	-1.5751e-003	492.43
32802	1.0295e-002	3.3927e-002	-1.9751e-003	492.47
32803	-2.4052e-003	4.0646e-002	1.2891e-002	338.95
32804	-5.7072e-003	4.0646e-002	9.5889e-003	378.36
32805	-4.7401e-003	4.0646e-002	1.1924e-002	355.08
32806	-6.4692e-003	4.1408e-002	9.5889e-003	378.42
32807	-2.4052e-003	4.1408e-002	1.3653e-002	338.9
32808	-5.2789e-003	4.1408e-002	1.2463e-002	354.5
32809	1.0295e-002	2.7838e-002	6.2869e-003	454.38
32810	1.0295e-002	1.5138e-002	6.2869e-003	435.84
32811	1.5794e-002	2.4663e-002	6.2869e-003	436.52
32812	1.5794e-002	1.8313e-002	6.2869e-003	427.34
32813	1.0295e-002	2.7838e-002	-4.0001e-003	515.95
32814	1.0295e-002	2.7838e-002	1.5329e-004	475.14
32815	1.4827e-002	2.5935e-002	-4.0001e-003	504.35
