Node Number	X Location (m)	Y Location (m)	Z Location (m)	Temperature (°C)
32740	1.0295e-002	-1.5342e-002	-4.0001e-003	457.41
32741	3.9459e-003	-2.1572e-002	-4.0001e-003	416.66
32742	6.5465e-003	-1.6567e-002	-4.0001e-003	446.44
32743	4.7078e-003	-2.1586e-002	-4.7621e-003	435.6
32744	4.1554e-003	-2.1576e-002	-4.5249e-003	426.2
32745	7.5623e-003	-1.6818e-002	-4.7621e-003	465.99
32746	1.3119e-002	-1.6871e-002	-4.7621e-003	464.55
32747	1.5882e-002	-2.1798e-002	-4.7621e-003	435.59
32748	1.6644e-002	-2.1813e-002	-4.0001e-003	416.52
32749	1.6434e-002	-2.1809e-002	-4.5251e-003	426.49
32750	1.4827e-002	-1.7245e-002	-4.0001e-003	440.21
32751	1.4358e-002	-1.6697e-004	-5.1431e-003	504.72
32752	1.5628e-002	-1.8718e-004	-3.8731e-003	465.37
32753	1.5256e-002	-1.8126e-004	-4.7711e-003	485.44
32754	1.0295e-002	5.2317e-003	-3.8731e-003	497.4
32755	1.4096e-002	3.6393e-003	-3.8731e-003	483.99
32756	4.9615e-003	-1.7391e-005	-3.8731e-003	468.12
32757	6.5532e-003	3.6993e-003	-3.8731e-003	485.57
32758	6.2313e-003	-3.7604e-005	-5.1431e-003	505.76
32759	5.5069e-003	-2.6073e-005	-4.9162e-003	491.62
32760	7.4557e-003	2.8054e-003	-5.1431e-003	518.97
32761	1.0327e-002	3.9616e-003	-5.1431e-003	525.45
32762	1.318e-002	2.7599e-003	-5.1431e-003	516.68
32763	1.0295e-002	1.5138e-002	-4.0001e-003	509.81
32764	1.6644e-002	2.1367e-002	-4.0001e-003	492.62
32765	1.4511e-002	1.674e-002	-4.0001e-003	499.41
32766	1.5882e-002	2.1382e-002	-4.7621e-003	519.66
32767	1.6421e-002	2.1371e-002	-4.5389e-003	505.93
32768	1.3027e-002	1.6613e-002	-4.7621e-003	529.62
32769	7.4702e-003	1.6666e-002	-4.7621e-003	528.93
32770	4.7078e-003	2.1594e-002	-4.7621e-003	521.72
32771	3.9459e-003	2.1608e-002	-4.0001e-003	493.09
32772	4.1567e-003	2.1604e-002	-4.5263e-003	507.5
32773	5.7622e-003	1.704e-002	-4.0001e-003	498.27
32774	1.0295e-002	-3.1961e-002	-3.787e-003	382.88
32775	1.0295e-002	-3.1961e-002	-7.087e-003	413.12
32776	8.8658e-003	-3.1961e-002	-4.612e-003	390.14
32777	8.8658e-003	-3.1961e-002	-6.262e-003	405.7
32778	1.0295e-002	-4.2061e-002	-3.787e-003	364.
32779	1.0295e-002	-3.7011e-002	-3.787e-003	366.67
32780	1.0295e-002	-4.2061e-002	-7.087e-003	378.55
32781	8.8658e-003	-4.2061e-002	-4.612e-003	368.3
32782	8.8658e-003	-4.2061e-002	-6.262e-003	376.28
32783	1.0295e-002	-3.7011e-002	-7.087e-003	395.31
32784	1.0295e-002	-3.097e-002	-5.437e-003	402.78
32785	1.0295e-002	3.4408e-002	-2.0275e-002	863.43
32786	1.0295e-002	3.4408e-002	-1.8675e-002	822.28
32787	9.602e-003	3.4408e-002	-1.9875e-002	851.66
32788	9.602e-003	3.4408e-002	-1.9075e-002	831.15
32789	1.0295e-002	3.9408e-002	-2.0275e-002	866.21
32790	1.0295e-002	3.9408e-002	-1.8675e-002	813.36
32791	9.602e-003	3.9408e-002	-1.9875e-002	851.73
32792	9.602e-003	3.9408e-002	-1.9075e-002	826.49
32793	1.0295e-002	3.3927e-002	-1.9475e-002	840.62
32794	1.0295e-002	3.4408e-002	-2.7751e-003	504.11
32795	1.0295e-002	3.4408e-002	-1.1751e-003	486.68
32796	9.602e-003	3.4408e-002	-2.3751e-003	499.43
32797	9.602e-003	3.4408e-002	-1.5751e-003	491.03
32798	1.0295e-002	3.9408e-002	-2.7751e-003	510.52
32799	1.0295e-002	3.9408e-002	-1.1751e-003	488.53
32800	9.602e-003	3.9408e-002	-2.3751e-003	505.52
32801	9.602e-003	3.9408e-002	-1.5751e-003	494.6
32802	1.0295e-002	3.3927e-002	-1.9751e-003	494.65
32803	-2.4052e-003	4.0646e-002	1.2891e-002	341.92
32804	-5.7072e-003	4.0646e-002	9.5889e-003	381.19
32805	-4.7401e-003	4.0646e-002	1.1924e-002	357.98
32806	-6.4692e-003	4.1408e-002	9.5889e-003	381.24
32807	-2.4052e-003	4.1408e-002	1.3653e-002	341.87
32808	-5.2789e-003	4.1408e-002	1.2463e-002	357.4
32809	1.0295e-002	2.7838e-002	6.2869e-003	457.03
32810	1.0295e-002	1.5138e-002	6.2869e-003	438.42
32811	1.5794e-002	2.4663e-002	6.2869e-003	439.18
32812	1.5794e-002	1.8313e-002	6.2869e-003	429.96
32813	1.0295e-002	2.7838e-002	-4.0001e-003	517.69
32814	1.0295e-002	2.7838e-002	1.5329e-004	477.56
32815	1.4827e-002	2.5935e-002	-4.0001e-003	506.23
32816	1.0295e-002	1.5138e-002	1.1434e-003	454.85
32817	1.0295e-002	-1.5342e-002	6.2869e-003	403.34
32818	1.0295e-002	-2.8042e-002	6.2869e-003	355.75
32819	1.5794e-002	-1.8517e-002	6.2869e-003	385.84
32820	1.6199e-002	-2.4029e-002	6.2869e-003	366.17
32821	1.0295e-002	-1.5342e-002	1.1434e-003	416.49
32822	1.0295e-002	-2.8042e-002	-4.0001e-003	399.58
32823	1.4742e-002	-2.6225e-002	-4.0001e-003	404.75
32824	1.0295e-002	-2.8042e-002	1.1434e-003	365.02
32825	2.2995e-002	-4.3299e-002	1.2891e-002	302.92
32826	2.6297e-002	-4.3299e-002	9.5889e-003	331.86
32827	2.533e-002	-4.3299e-002	1.1924e-002	315.87
32828	2.7059e-002	-4.4061e-002	9.5889e-003	332.12
32829	2.2995e-002	-4.4061e-002	1.3653e-002	302.54
32830	2.5868e-002	-4.4061e-002	1.2463e-002	315.62
32831	-2.4052e-003	4.0646e-002	6.2869e-003	432.48
32832	-4.7401e-003	4.0646e-002	7.254e-003	408.4
32833	-5.7072e-003	-4.3299e-002	9.5889e-003	333.59
32834	-5.7072e-003	3.3014e-002	9.5889e-003	382.33
32835	-5.7072e-003	2.5383e-002	9.5889e-003	380.97
32836	-5.7072e-003	1.7752e-002	9.5889e-003	377.75
32837	-5.7072e-003	1.012e-002	9.5889e-003	373.02
32838	-5.7072e-003	2.489e-003	9.5889e-003	367.8
32839	-5.7072e-003	-5.1423e-003	9.5889e-003	360.84
32840	-5.7072e-003	-1.2774e-002	9.5889e-003	354.3
32841	-5.7072e-003	-2.0405e-002	9.5889e-003	347.82
32842	-5.7072e-003	-2.8036e-002	9.5889e-003	342.22
32843	-5.7072e-003	-3.5668e-002	9.5889e-003	337.8
32844	-2.4052e-003	-4.3299e-002	6.2869e-003	349.06
32845	-4.7401e-003	-4.3299e-002	7.254e-003	345.48
32846	-2.4052e-003	-3.5668e-002	6.2869e-003	353.35
32847	-2.4052e-003	-2.8036e-002	6.2869e-003	361.61
32848	-2.4052e-003	-2.0405e-002	6.2869e-003	371.75
32849	-2.4052e-003	-1.2774e-002	6.2869e-003	382.06
32850	-2.4052e-003	-5.1423e-003	6.2869e-003	391.57
32851	-2.4052e-003	2.489e-003	6.2869e-003	400.13
32852	-2.4052e-003	1.012e-002	6.2869e-003	408.18
32853	-2.4052e-003	1.7265e-002	6.2869e-003	414.02
32854	-2.4052e-003	2.5383e-002	6.2869e-003	421.04
32855	-2.4052e-003	3.1954e-002	6.2869e-003	426.73
32856	1.0295e-002	-5.4363e-003	-3.8731e-003	471.55
32857	1.4036e-002	-3.9039e-003	-3.8731e-003	464.85
32858	1.0295e-002	-5.4363e-003	6.2869e-003	409.07
32859	1.0295e-002	-5.4363e-003	1.2069e-003	422.92
32860	1.0295e-002	5.2317e-003	6.2869e-003	434.38
32861	1.4914e-002	2.5647e-003	6.2869e-003	420.82
32862	1.4914e-002	-2.7693e-003	6.2869e-003	407.79
32863	1.0295e-002	5.2317e-003	1.2069e-003	449.73
