Node Number	X Location (m)	Y Location (m)	Z Location (m)	Temperature (°C)
32740	1.0295e-002	-1.5342e-002	-4.0001e-003	447.93
32741	3.9459e-003	-2.1572e-002	-4.0001e-003	406.71
32742	6.5465e-003	-1.6567e-002	-4.0001e-003	436.91
32743	4.7078e-003	-2.1586e-002	-4.7621e-003	426.04
32744	4.1554e-003	-2.1576e-002	-4.5249e-003	416.6
32745	7.5623e-003	-1.6818e-002	-4.7621e-003	456.97
32746	1.3119e-002	-1.6871e-002	-4.7621e-003	455.26
32747	1.5882e-002	-2.1798e-002	-4.7621e-003	425.13
32748	1.6644e-002	-2.1813e-002	-4.0001e-003	405.73
32749	1.6434e-002	-2.1809e-002	-4.5251e-003	415.86
32750	1.4827e-002	-1.7245e-002	-4.0001e-003	430.3
32751	1.4358e-002	-1.6697e-004	-5.1431e-003	496.35
32752	1.5628e-002	-1.8718e-004	-3.8731e-003	455.82
32753	1.5256e-002	-1.8126e-004	-4.7711e-003	476.51
32754	1.0295e-002	5.2317e-003	-3.8731e-003	488.32
32755	1.4096e-002	3.6393e-003	-3.8731e-003	474.68
32756	4.9615e-003	-1.7391e-005	-3.8731e-003	458.66
32757	6.5532e-003	3.6993e-003	-3.8731e-003	476.33
32758	6.2313e-003	-3.7604e-005	-5.1431e-003	497.45
32759	5.5069e-003	-2.6073e-005	-4.9162e-003	482.9
32760	7.4557e-003	2.8054e-003	-5.1431e-003	510.76
32761	1.0327e-002	3.9616e-003	-5.1431e-003	517.44
32762	1.318e-002	2.7599e-003	-5.1431e-003	508.5
32763	1.0295e-002	1.5138e-002	-4.0001e-003	500.96
32764	1.6644e-002	2.1367e-002	-4.0001e-003	483.5
32765	1.4511e-002	1.674e-002	-4.0001e-003	490.33
32766	1.5882e-002	2.1382e-002	-4.7621e-003	511.82
32767	1.6421e-002	2.1371e-002	-4.5389e-003	497.42
32768	1.3027e-002	1.6613e-002	-4.7621e-003	521.42
32769	7.4702e-003	1.6666e-002	-4.7621e-003	520.81
32770	4.7078e-003	2.1594e-002	-4.7621e-003	513.93
32771	3.9459e-003	2.1608e-002	-4.0001e-003	483.94
32772	4.1567e-003	2.1604e-002	-4.5263e-003	499.04
32773	5.7622e-003	1.704e-002	-4.0001e-003	489.22
32774	1.0295e-002	-3.1961e-002	-3.787e-003	371.
32775	1.0295e-002	-3.1961e-002	-7.087e-003	399.92
32776	8.8658e-003	-3.1961e-002	-4.612e-003	377.96
32777	8.8658e-003	-3.1961e-002	-6.262e-003	392.75
32778	1.0295e-002	-4.2061e-002	-3.787e-003	351.77
32779	1.0295e-002	-3.7011e-002	-3.787e-003	354.52
32780	1.0295e-002	-4.2061e-002	-7.087e-003	364.86
32781	8.8658e-003	-4.2061e-002	-4.612e-003	355.33
32782	8.8658e-003	-4.2061e-002	-6.262e-003	362.05
32783	1.0295e-002	-3.7011e-002	-7.087e-003	380.77
32784	1.0295e-002	-3.097e-002	-5.437e-003	390.64
32785	1.0295e-002	3.4408e-002	-2.0275e-002	790.68
32786	1.0295e-002	3.4408e-002	-1.8675e-002	806.86
32787	9.602e-003	3.4408e-002	-1.9875e-002	794.63
32788	9.602e-003	3.4408e-002	-1.9075e-002	802.93
32789	1.0295e-002	3.9408e-002	-2.0275e-002	787.78
32790	1.0295e-002	3.9408e-002	-1.8675e-002	798.45
32791	9.602e-003	3.9408e-002	-1.9875e-002	790.41
32792	9.602e-003	3.9408e-002	-1.9075e-002	795.76
32793	1.0295e-002	3.3927e-002	-1.9475e-002	798.4
32794	1.0295e-002	3.4408e-002	-2.7751e-003	494.45
32795	1.0295e-002	3.4408e-002	-1.1751e-003	476.17
32796	9.602e-003	3.4408e-002	-2.3751e-003	489.53
32797	9.602e-003	3.4408e-002	-1.5751e-003	480.72
32798	1.0295e-002	3.9408e-002	-2.7751e-003	501.3
32799	1.0295e-002	3.9408e-002	-1.1751e-003	478.1
32800	9.602e-003	3.9408e-002	-2.3751e-003	496.02
32801	9.602e-003	3.9408e-002	-1.5751e-003	484.54
32802	1.0295e-002	3.3927e-002	-1.9751e-003	484.51
32803	-2.4052e-003	4.0646e-002	1.2891e-002	329.34
32804	-5.7072e-003	4.0646e-002	9.5889e-003	369.21
32805	-4.7401e-003	4.0646e-002	1.1924e-002	345.68
32806	-6.4692e-003	4.1408e-002	9.5889e-003	369.27
32807	-2.4052e-003	4.1408e-002	1.3653e-002	329.29
32808	-5.2789e-003	4.1408e-002	1.2463e-002	345.09
32809	1.0295e-002	2.7838e-002	6.2869e-003	445.65
32810	1.0295e-002	1.5138e-002	6.2869e-003	427.4
32811	1.5794e-002	2.4663e-002	6.2869e-003	427.8
32812	1.5794e-002	1.8313e-002	6.2869e-003	418.77
32813	1.0295e-002	2.7838e-002	-4.0001e-003	509.26
32814	1.0295e-002	2.7838e-002	1.5329e-004	466.85
32815	1.4827e-002	2.5935e-002	-4.0001e-003	497.49
32816	1.0295e-002	1.5138e-002	1.1434e-003	444.25
32817	1.0295e-002	-1.5342e-002	6.2869e-003	392.32
32818	1.0295e-002	-2.8042e-002	6.2869e-003	344.01
32819	1.5794e-002	-1.8517e-002	6.2869e-003	374.63
32820	1.6199e-002	-2.4029e-002	6.2869e-003	354.64
32821	1.0295e-002	-1.5342e-002	1.1434e-003	405.78
32822	1.0295e-002	-2.8042e-002	-4.0001e-003	388.01
32823	1.4742e-002	-2.6225e-002	-4.0001e-003	393.02
32824	1.0295e-002	-2.8042e-002	1.1434e-003	353.38
32825	2.2995e-002	-4.3299e-002	1.2891e-002	290.99
32826	2.6297e-002	-4.3299e-002	9.5889e-003	319.8
32827	2.533e-002	-4.3299e-002	1.1924e-002	303.99
32828	2.7059e-002	-4.4061e-002	9.5889e-003	320.07
32829	2.2995e-002	-4.4061e-002	1.3653e-002	290.6
32830	2.5868e-002	-4.4061e-002	1.2463e-002	303.75
32831	-2.4052e-003	4.0646e-002	6.2869e-003	420.97
