Time,Average CPS Temperature,Total CPS Evaporation_Rate,Total Amount Evaporated
190.0,521.6035525722573,0.003895620938163744,3.9066313597320135
191.0,521.1012318930415,0.003813992201693396,3.9066313597320135
192.0,520.7196868639278,0.003750702329102482,3.9066313597320135
193.0,520.3606044340028,0.003691623776082055,3.9066313597320135
194.0,520.0015562985463,0.0036336631580381677,3.9066313597320135
195.0,519.6424207509533,0.003576765966575576,3.9066313597320135
196.0,519.2834004245639,0.003520949937581512,3.9066313597320135
197.0,518.9244347670586,0.0034661805788648546,3.9066313597320135
198.0,518.5653585746927,0.003412423048285316,3.9066313597320135
199.0,518.2062477628426,0.0033596754044114665,3.9066313597320135
200.0,517.8471398609768,0.003307914380635497,3.9066313597320135
201.0,517.4881399516806,0.0032571454420744364,3.9066313597320135
202.0,517.2007949303552,0.0032162304272460047,3.9066313597320135
203.0,516.9270626144724,0.0031776326695717,3.9066313597320135
204.0,516.6530904302411,0.0031396083296356798,3.9066313597320135
205.0,516.3792264059144,0.0031021786751200026,3.9066313597320135
206.0,516.1053989162865,0.0030653344972879494,3.9066313597320135
207.0,515.8314464253062,0.00302904794522615,3.9066313597320135
208.0,515.5575670355765,0.0029933293843368253,3.9066313597320135
209.0,515.2837556869522,0.002958173926118378,3.9066313597320135
210.0,515.0098069887323,0.002923555435253685,3.9066313597320135
211.0,514.7359955826445,0.002889481451064508,3.9066313597320135
212.0,514.5065582366939,0.0028611006551143795,3.9066313597320135
213.0,514.2855036475557,0.0028340615382628806,3.9066313597320135
214.0,514.0644515848634,0.002807371467696949,3.9066313597320135
215.0,513.8433784541527,0.002781026211229474,3.9066313597320135
216.0,513.6222733335687,0.0027550264594528432,3.9066313597320135
217.0,513.4013258262777,0.0027293718891369177,3.9066313597320135
218.0,513.1801892845548,0.0027040412452645755,3.9066313597320135
219.0,512.9590591332193,0.0026790368860182623,3.9066313597320135
220.0,512.7379521065668,0.0026543667353210853,3.9066313597320135
221.0,512.5169355280764,0.0026300272743028518,3.9066313597320135
222.0,512.3241848615128,0.0026091273885848077,3.9066313597320135
223.0,512.1366330505253,0.002589039150962602,3.9066313597320135
224.0,511.949109959963,0.0025691715997837564,3.9066313597320135
225.0,511.76162044109026,0.0025495237655273825,3.9066313597320135
226.0,511.5740415121608,0.0025300926727735307,3.9066313597320135
227.0,511.3865761799519,0.0025108832781238406,3.9066313597320135
228.0,511.1990873309363,0.0024918875104384054,3.9066313597320135
229.0,511.0114461238033,0.0024730847902912348,3.9066313597320135
230.0,510.8239630124804,0.002454505174896092,3.9066313597320135
231.0,510.63644017323475,0.0024361312185778453,3.9066313597320135
232.0,510.46712544438634,0.0024199008838109016,3.9066313597320135
233.0,510.3015054070053,0.002404205999927077,3.9066313597320135
234.0,510.13562341400035,0.002388641760877538,3.9066313597320135
235.0,509.9697941931241,0.0023732290731896992,3.9066313597320135
236.0,509.8039919371911,0.002357962675595125,3.9066313597320135
237.0,509.638150002269,0.00234283889156123,3.9066313597320135
238.0,509.472398994961,0.0023278649397018587,3.9066313597320135
239.0,509.3065823600491,0.0023130263914533937,3.9066313597320135
240.0,509.1407403327788,0.0022983288236290383,3.9066313597320135
241.0,508.97494349964546,0.0022837740535725645,3.9066313597320135
242.0,508.81641241028615,0.002270087412748912,3.9066313597320135
243.0,508.65936480510965,0.0022566626976228913,3.9066313597320135
244.0,508.5022003798284,0.002243347452490531,3.9066313597320135
245.0,508.34506246770394,0.0022301540619276265,3.9066313597320135
246.0,508.18796949703824,0.002217075041076125,3.9066313597320135
247.0,508.0355002071736,0.002204572444922654,3.9066313597320135
248.0,507.8854503734814,0.0021924084627342137,3.9066313597320135
249.0,507.7352785747617,0.0021803320321192856,3.9066313597320135
252.0,507.28517783466793,0.0021447214981268614,3.9066313597320135
262.0,505.8666997400826,0.0020394387765974853,3.9066313597320135
