Time,Average CPS Temperature,Total CPS Evaporation_Rate,Total Amount Evaporated
1.0,51.972812119982976,2.789253971602972e-17,151.03584843009253
15.0,373.93279748445207,0.0011539812418759573,151.03584843009253
30.0,499.6807528376533,0.03625690401171588,151.03584843009253
45.0,563.9677108001798,0.09903538268243371,151.03584843009253
60.0,607.5055539022861,0.17244352799777246,151.03584843009253
75.0,640.0906098415761,0.25452188605375686,151.03584843009253
90.0,665.3865919677174,0.3408230271333956,151.03584843009253
105.0,685.6176149224883,0.4267208639039451,151.03584843009253
120.0,702.3253145112618,0.5093979055682977,151.03584843009253
150.05,775.1055265085159,1.3507062909385585,151.03584843009253
150.078,789.5431930508591,1.651461804521229,151.03584843009253
150.106,799.9819402152935,1.894295197478073,151.03584843009253
150.19,818.6785115919391,2.3714153287543875,151.03584843009253
150.4096,842.694432685649,3.0525696027876927,151.03584843009253
150.9096,867.1487752339583,3.839403605149511,151.03584843009253
151.4096,881.1235121565938,4.359836264640621,151.03584843009253
151.9096,890.4040666656467,4.738545168394689,151.03584843009253
152.4096,897.204050034385,5.031728197896327,151.03584843009253
152.9096,902.5721882301326,5.271428194802412,151.03584843009253
153.4096,907.0625373038336,5.477786510221276,151.03584843009253
153.9096,910.9839142187243,5.663730015530948,151.03584843009253
154.4096,914.514361777782,5.8373897415719025,151.03584843009253
154.7048,916.4897230389722,5.938148707644551,151.03584843009253
155.0,918.3686246374757,6.036411844892081,151.03584843009253
