Time,Average CPS Temperature,Total CPS Evaporation_Rate,Total Amount Evaporated
1.0,38.80254182789271,1.445664236109234e-18,2.968013436635747
2.0,53.6697956838126,4.884143321494257e-17,2.968013436635747
3.0,65.76950999497468,6.644533703517626e-16,2.968013436635747
4.0,75.97795174769372,4.9949780723887624e-15,2.968013436635747
5.0,84.8615858269806,2.516652184091778e-14,2.968013436635747
6.0,92.78142099730938,9.558415621975265e-14,2.968013436635747
7.0,99.97585959680501,2.9514270261882644e-13,2.968013436635747
8.0,106.60909560995009,7.796368648584035e-13,2.968013436635747
9.0,112.79821231019862,1.825746858748598e-12,2.968013436635747
10.0,118.62913877097989,3.889091644846104e-12,2.968013436635747
11.0,124.16666511296691,7.679600050966145e-12,2.968013436635747
12.0,129.46068315322893,1.4259906558409476e-11,2.968013436635747
13.0,134.55003770316935,2.517302344409299e-11,2.968013436635747
14.0,139.46592295215797,4.260539068429747e-11,2.968013436635747
15.0,144.23300429288835,6.960292721289062e-11,2.968013436635747
16.0,148.8715769522914,1.1033461295704177e-10,2.968013436635747
17.0,153.39828976797327,1.7044036965409266e-10,2.968013436635747
18.0,157.82709596158813,2.574695507356669e-10,2.968013436635747
19.0,162.1692820417358,3.814056794167303e-10,2.968013436635747
20.0,166.43468902121512,5.553647807558611e-10,2.968013436635747
21.0,170.6315043869236,7.964204772633771e-10,2.968013436635747
22.0,174.76701726427797,1.1266494326078436e-09,2.968013436635747
23.0,178.84696888071832,1.5743441948874353e-09,2.968013436635747
24.0,182.87694963651273,2.1757148892426783e-09,2.968013436635747
25.0,186.86133335718927,2.9764768851671105e-09,2.968013436635747
26.0,190.80418584636033,4.0344426837966555e-09,2.968013436635747
27.0,194.70902288084514,5.422140806713133e-09,2.968013436635747
28.0,198.57908713168885,7.229851615570126e-09,2.968013436635747
29.0,202.41688769947933,9.56966302004819e-09,2.968013436635747
30.0,206.22505795095475,1.2580595211770478e-08,2.968013436635747
31.0,210.00591192920197,1.643326973746894e-08,2.968013436635747
